"b'LocalTime=10:52:00.997,Message=Imbalance,MarketTime=10:52:01.347,Side=S,Type=R,Status=E,Symbol=CO.NY,Price=0,Volume=32303,Source=NYSE,AuctionPrice=2.9876,ContinuousPrice=2.6600,PairedVolume=30022,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:57:52.089,Message=Imbalance,MarketTime=10:57:52.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=175,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2876,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:57:54.083,Message=Imbalance,MarketTime=10:57:54.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=165,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2876,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:57:56.102,Message=Imbalance,MarketTime=10:57:56.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=167,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2877,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:57:58.097,Message=Imbalance,MarketTime=10:57:58.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=167,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2877,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:00.101,Message=Imbalance,MarketTime=10:58:00.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=167,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2877,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:02.084,Message=Imbalance,MarketTime=10:58:02.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=167,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2877,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:04.087,Message=Imbalance,MarketTime=10:58:04.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=103,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2941,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:06.082,Message=Imbalance,MarketTime=10:58:06.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=103,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2941,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:08.082,Message=Imbalance,MarketTime=10:58:08.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.720,Volume=106,Source=NSDQ,AuctionPrice=42.720,ContinuousPrice=42.720,PairedVolume=2941,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:10.088,Message=Imbalance,MarketTime=10:58:10.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.830,Volume=2,Source=NSDQ,AuctionPrice=42.830,ContinuousPrice=42.830,PairedVolume=2941,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:12.085,Message=Imbalance,MarketTime=10:58:12.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=43.100,Volume=29,Source=NSDQ,AuctionPrice=43.100,ContinuousPrice=43.100,PairedVolume=2941,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:14.088,Message=Imbalance,MarketTime=10:58:14.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=42.830,Volume=4,Source=NSDQ,AuctionPrice=42.830,ContinuousPrice=42.830,PairedVolume=2941,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:16.094,Message=Imbalance,MarketTime=10:58:16.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=37,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2901,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:18.085,Message=Imbalance,MarketTime=10:58:18.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=87,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2901,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:20.104,Message=Imbalance,MarketTime=10:58:20.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=87,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2901,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:21.020,Message=Imbalance,MarketTime=10:58:21.352,Side=S,Type=R,Status=E,Symbol=CO.NY,Price=0,Volume=32307,Source=NYSE,AuctionPrice=2.9876,ContinuousPrice=2.6600,PairedVolume=30022,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:22.084,Message=Imbalance,MarketTime=10:58:22.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=87,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2901,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:24.085,Message=Imbalance,MarketTime=10:58:24.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=87,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2901,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:26.096,Message=Imbalance,MarketTime=10:58:26.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=86,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:28.082,Message=Imbalance,MarketTime=10:58:28.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=86,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:30.085,Message=Imbalance,MarketTime=10:58:30.311,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=81,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:32.084,Message=Imbalance,MarketTime=10:58:32.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=82,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:34.096,Message=Imbalance,MarketTime=10:58:34.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=84,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:36.085,Message=Imbalance,MarketTime=10:58:36.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=84,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:38.083,Message=Imbalance,MarketTime=10:58:38.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=84,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:40.090,Message=Imbalance,MarketTime=10:58:40.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=84,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:42.088,Message=Imbalance,MarketTime=10:58:42.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=84,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:44.091,Message=Imbalance,MarketTime=10:58:44.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=83,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:46.090,Message=Imbalance,MarketTime=10:58:46.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=84,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:48.085,Message=Imbalance,MarketTime=10:58:48.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=86,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:50.083,Message=Imbalance,MarketTime=10:58:50.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=86,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:52.092,Message=Imbalance,MarketTime=10:58:52.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=86,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:53.023,Message=Imbalance,MarketTime=10:58:53.346,Side=S,Type=R,Status=E,Symbol=CO.NY,Price=0,Volume=32308,Source=NYSE,AuctionPrice=2.9876,ContinuousPrice=2.6600,PairedVolume=30022,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:54.107,Message=Imbalance,MarketTime=10:58:54.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=95,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:56.092,Message=Imbalance,MarketTime=10:58:56.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=95,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:58.021,Message=Imbalance,MarketTime=10:58:58.344,Side=S,Type=R,Status=E,Symbol=CO.NY,Price=0,Volume=32283,Source=NYSE,AuctionPrice=2.9876,ContinuousPrice=2.6600,PairedVolume=30047,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:58:58.089,Message=Imbalance,MarketTime=10:58:58.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=95,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:00.083,Message=Imbalance,MarketTime=10:59:00.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=95,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:02.095,Message=Imbalance,MarketTime=10:59:02.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=95,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:04.020,Message=Imbalance,MarketTime=10:59:04.344,Side=S,Type=R,Status=E,Symbol=CO.NY,Price=0,Volume=32267,Source=NYSE,AuctionPrice=2.9876,ContinuousPrice=2.6600,PairedVolume=30047,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:04.086,Message=Imbalance,MarketTime=10:59:04.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=95,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:06.083,Message=Imbalance,MarketTime=10:59:06.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=96,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:08.091,Message=Imbalance,MarketTime=10:59:08.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=45,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:10.086,Message=Imbalance,MarketTime=10:59:10.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=45,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:12.089,Message=Imbalance,MarketTime=10:59:12.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=45,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:14.026,Message=Imbalance,MarketTime=10:59:14.345,Side=S,Type=R,Status=E,Symbol=CO.NY,Price=0,Volume=32467,Source=NYSE,AuctionPrice=2.9876,ContinuousPrice=2.6600,PairedVolume=30047,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:14.087,Message=Imbalance,MarketTime=10:59:14.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=46,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:16.093,Message=Imbalance,MarketTime=10:59:16.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=68,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:18.083,Message=Imbalance,MarketTime=10:59:18.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=68,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:20.096,Message=Imbalance,MarketTime=10:59:20.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.250,Volume=68,Source=NSDQ,AuctionPrice=44.250,ContinuousPrice=44.250,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:22.094,Message=Imbalance,MarketTime=10:59:22.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.300,Volume=441,Source=NSDQ,AuctionPrice=44.300,ContinuousPrice=44.300,PairedVolume=2902,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:24.095,Message=Imbalance,MarketTime=10:59:24.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.300,Volume=440,Source=NSDQ,AuctionPrice=44.300,ContinuousPrice=44.300,PairedVolume=2903,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:26.094,Message=Imbalance,MarketTime=10:59:26.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.300,Volume=455,Source=NSDQ,AuctionPrice=44.300,ContinuousPrice=44.300,PairedVolume=2903,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:28.094,Message=Imbalance,MarketTime=10:59:28.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.300,Volume=455,Source=NSDQ,AuctionPrice=44.300,ContinuousPrice=44.300,PairedVolume=2903,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:30.102,Message=Imbalance,MarketTime=10:59:30.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.300,Volume=455,Source=NSDQ,AuctionPrice=44.300,ContinuousPrice=44.300,PairedVolume=2903,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:32.086,Message=Imbalance,MarketTime=10:59:32.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.300,Volume=459,Source=NSDQ,AuctionPrice=44.300,ContinuousPrice=44.300,PairedVolume=2903,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
"b'LocalTime=10:59:34.098,Message=Imbalance,MarketTime=10:59:34.310,Side=B,Type=H,Status= ,Symbol=AMV.NQ,Price=44.300,Volume=459,Source=NSDQ,AuctionPrice=44.300,ContinuousPrice=44.300,PairedVolume=2903,MktOrdVolume=0,MktOrdSide=0,NearIndicativeClosingPx=0,FarIndicativeClosingPx=0,PxVariation=0\n'"
